cve_id,cwes,description,severity,exploitability,impact,published_date,last_modified_date
CVE-2010-2640,{'CWE-20'},Array index error in the PK font parser in the dvi-backend component in Evince 2.32 and earlier allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.,HIGH,4.9,10.0,2011-01-07 19:00:00+00:00,2012-01-19 03:49:00+00:00
CVE-2010-2641,{'CWE-20'},Array index error in the VF font parser in the dvi-backend component in Evince 2.32 and earlier allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.,HIGH,4.9,10.0,2011-01-07 19:00:00+00:00,2012-01-19 03:49:00+00:00
CVE-2010-2642,{'CWE-119'},"Heap-based buffer overflow in the AFM font parser in the dvi-backend component in Evince 2.32 and earlier, teTeX 3.0, t1lib 5.1.2, and possibly other products allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.",HIGH,4.9,10.0,2011-01-07 19:00:00+00:00,2017-07-01 01:29:00+00:00
CVE-2010-2643,{'CWE-189'},Integer overflow in the TFM font parser in the dvi-backend component in Evince 2.32 and earlier allows remote attackers to execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.,HIGH,4.9,10.0,2011-01-07 19:00:00+00:00,2012-01-19 03:49:00+00:00
CVE-2010-2713,{'NVD-CWE-Other'},"The vte_sequence_handler_window_manipulation function in vteseq.c in libvte (aka libvte9) in VTE 0.25.1 and earlier, as used in gnome-terminal, does not properly handle escape sequences, which allows remote attackers to execute arbitrary commands or obtain potentially sensitive information via a (1) window title or (2) icon title sequence.  NOTE: this issue exists because of a CVE-2003-0070 regression.",MEDIUM,8.6,6.4,2010-08-05 18:17:00+00:00,2010-09-09 05:43:00+00:00
CVE-2010-2761,{'CWE-94'},"The multipart_init function in (1) CGI.pm before 3.50 and (2) Simple.pm in CGI::Simple 1.112 and earlier uses a hardcoded value of the MIME boundary string in multipart/x-mixed-replace content, which allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via crafted input that contains this value, a different vulnerability than CVE-2010-3172.",MEDIUM,8.6,2.9,2010-12-06 20:12:00+00:00,2016-12-08 03:01:00+00:00
CVE-2010-2805,{'CWE-20'},"The FT_Stream_EnterFrame function in base/ftstream.c in FreeType before 2.4.2 does not properly validate certain position values, which allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font file.",MEDIUM,8.6,6.4,2010-08-19 18:00:00+00:00,2021-04-06 12:52:00+00:00
CVE-2010-2806,{'CWE-129'},"Array index error in the t42_parse_sfnts function in type42/t42parse.c in FreeType before 2.4.2 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via negative size values for certain strings in FontType42 font files, leading to a heap-based buffer overflow.",MEDIUM,8.6,6.4,2010-08-19 18:00:00+00:00,2021-04-06 12:52:00+00:00
CVE-2010-2807,{'CWE-681'},"FreeType before 2.4.2 uses incorrect integer data types during bounds checking, which allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font file.",MEDIUM,8.6,6.4,2010-08-19 18:00:00+00:00,2021-04-06 12:53:00+00:00
CVE-2010-2808,{'CWE-120'},Buffer overflow in the Mac_Read_POST_Resource function in base/ftobjs.c in FreeType before 2.4.2 allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via a crafted Adobe Type 1 Mac Font File (aka LWFN) font.,MEDIUM,8.6,6.4,2010-08-19 18:00:00+00:00,2021-04-06 12:53:00+00:00
CVE-2010-2809,{'CWE-94'},"The default configuration of the <Button2> binding in Uzbl before 2010.08.05 does not properly use the @SELECTED_URI feature, which allows user-assisted remote attackers to execute arbitrary commands via a crafted HREF attribute of an A element in an HTML document.",MEDIUM,8.6,6.4,2010-08-19 22:00:00+00:00,2017-08-17 01:32:00+00:00
CVE-2010-3260,{'CWE-264'},"oxf/xml/xerces/XercesSAXParserFactoryImpl.java in the xforms-server component in the XForms service in Orbeon Forms before 3.9 does not properly restrict DTDs in Ajax requests, which allows remote attackers to read arbitrary files or send HTTP requests to intranet servers via an entity declaration in conjunction with an entity reference, related to an \XML injection\"" issue.""",MEDIUM,10.0,4.9,2011-04-27 00:55:00+00:00,2011-07-19 04:00:00+00:00
CVE-2010-3282,{'CWE-312'},"389 Directory Server before 1.2.7.1 (aka Red Hat Directory Server 8.2) and HP-UX Directory Server before B.08.10.03, when audit logging is enabled, logs the Directory Manager password (nsslapd-rootpw) in cleartext when changing cn=config:nsslapd-rootpw, which might allow local users to obtain sensitive information by reading the log.",LOW,3.4,2.9,2020-01-09 21:15:00+00:00,2020-01-29 15:27:00+00:00
CVE-2010-3357,{'NVD-CWE-Other'},"gnome-subtitles 1.0 places a zero-length directory name in the LD_LIBRARY_PATH, which allows local users to gain privileges via a Trojan horse shared library in the current working directory.",MEDIUM,3.4,10.0,2010-10-20 18:00:00+00:00,2010-11-03 06:00:00+00:00
CVE-2010-3374,{'NVD-CWE-Other'},"Qt Creator before 2.0.1 places a zero-length directory name in the LD_LIBRARY_PATH, which allows local users to gain privileges via a Trojan horse shared library in the current working directory.",MEDIUM,3.4,10.0,2010-10-04 21:00:00+00:00,2010-10-05 04:00:00+00:00
CVE-2010-3696,{'CWE-399'},"The fr_dhcp_decode function in lib/dhcp.c in FreeRADIUS 2.1.9, in certain non-default builds, does not properly handle the DHCP Relay Agent Information option, which allows remote attackers to cause a denial of service (infinite loop and daemon outage) via a packet that has more than one sub-option.  NOTE: some of these details are obtained from third party information.",MEDIUM,8.6,2.9,2010-10-07 21:00:00+00:00,2010-10-08 04:00:00+00:00
CVE-2010-3697,{'CWE-399'},"The wait_for_child_to_die function in main/event.c in FreeRADIUS 2.1.x before 2.1.10, in certain circumstances involving long-term database outages, does not properly handle long queue times for requests, which allows remote attackers to cause a denial of service (daemon crash) by sending many requests.",MEDIUM,8.6,2.9,2010-10-07 21:00:00+00:00,2010-10-08 04:00:00+00:00
CVE-2010-3702,{'CWE-476'},"The Gfx::getPos function in the PDF parser in xpdf before 3.02pl5, poppler 0.8.7 and possibly other versions up to 0.15.1, CUPS, kdegraphics, and possibly other products allows context-dependent attackers to cause a denial of service (crash) via unknown vectors that trigger an uninitialized pointer dereference.",HIGH,10.0,6.4,2010-11-05 18:00:00+00:00,2020-12-23 15:01:00+00:00
CVE-2010-3703,{'CWE-20'},"The PostScriptFunction::PostScriptFunction function in poppler/Function.cc in the PDF parser in poppler 0.8.7 and possibly other versions up to 0.15.1, and possibly other products, allows context-dependent attackers to cause a denial of service (crash) via a PDF file that triggers an uninitialized pointer dereference.",MEDIUM,8.6,2.9,2010-11-05 18:00:00+00:00,2011-01-22 06:43:00+00:00
CVE-2010-3704,{'CWE-20'},"The FoFiType1::parse function in fofi/FoFiType1.cc in the PDF parser in xpdf before 3.02pl5, poppler 0.8.7 and possibly other versions up to 0.15.1, kdegraphics, and possibly other products allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a PDF file with a crafted PostScript Type1 font that contains a negative array index, which bypasses input validation and triggers memory corruption.",MEDIUM,8.6,6.4,2010-11-05 18:00:00+00:00,2019-03-06 16:30:00+00:00
CVE-2010-3814,{'CWE-119'},"Heap-based buffer overflow in the Ins_SHZ function in ttinterp.c in FreeType 2.4.3 and earlier allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted SHZ bytecode instruction, related to TrueType opcodes, as demonstrated by a PDF document with a crafted embedded font.",MEDIUM,8.6,6.4,2010-11-26 20:00:00+00:00,2021-01-26 12:41:00+00:00
CVE-2010-3844,{'CWE-120'},An unchecked sscanf() call in ettercap before 0.7.5 allows an insecure temporary settings file to overflow a static-sized buffer on the stack.,MEDIUM,8.6,6.4,2019-11-12 22:15:00+00:00,2020-02-26 13:35:00+00:00
CVE-2010-3855,{'CWE-119'},Buffer overflow in the ft_var_readpackedpoints function in truetype/ttgxvar.c in FreeType 2.4.3 and earlier allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted TrueType GX font.,MEDIUM,8.6,6.4,2010-11-26 20:00:00+00:00,2021-01-26 12:43:00+00:00
CVE-2010-3978,{'CWE-200'},"Spree 0.11.x before 0.11.2 and 0.30.x before 0.30.0 exchanges data using JavaScript Object Notation (JSON) without a mechanism for validating requests, which allows remote attackers to obtain sensitive information via vectors involving (1) admin/products.json, (2) admin/users.json, or (3) admin/overview/get_report_data, related to a \JSON hijacking\"" issue.""",MEDIUM,10.0,2.9,2010-11-17 16:00:00+00:00,2018-10-10 20:06:00+00:00
CVE-2010-4159,{'NVD-CWE-Other'},Untrusted search path vulnerability in metadata/loader.c in Mono 2.8 and earlier allows local users to gain privileges via a Trojan horse shared library in the current working directory.,MEDIUM,3.4,10.0,2010-11-17 16:00:00+00:00,2010-12-09 08:36:00+00:00
CVE-2010-4250,{'CWE-399'},Memory leak in the inotify_init1 function in fs/notify/inotify/inotify_user.c in the Linux kernel before 2.6.37 allows local users to cause a denial of service (memory consumption) via vectors involving failed attempts to create files.,MEDIUM,3.9,6.9,2012-06-21 23:55:00+00:00,2012-06-26 04:00:00+00:00
CVE-2010-4254,{'CWE-20'},"Mono, when Moonlight before 2.3.0.1 or 2.99.x before 2.99.0.10 is used, does not properly validate arguments to generic methods, which allows remote attackers to bypass generic constraints, and possibly execute arbitrary code, via a crafted method call.",HIGH,10.0,6.4,2010-12-06 13:44:00+00:00,2011-02-02 06:59:00+00:00
CVE-2010-4264,{'CWE-79'},It was found in vanilla forums before 2.0.10 a cross-site scripting vulnerability where a filename could contain arbitrary code to execute on the client side.,MEDIUM,8.6,2.9,2021-06-22 14:15:00+00:00,2021-06-25 17:14:00+00:00
CVE-2010-4335,{'CWE-20'},"The _validatePost function in libs/controller/components/security.php in CakePHP 1.3.x through 1.3.5 and 1.2.8 allows remote attackers to modify the internal Cake cache and execute arbitrary code via a crafted data[_Token][fields] value that is processed by the unserialize function, as demonstrated by modifying the file_map cache to execute arbitrary local files.",HIGH,10.0,6.4,2011-01-14 23:00:00+00:00,2011-01-22 06:44:00+00:00
CVE-2010-4344,{'CWE-119'},"Heap-based buffer overflow in the string_vformat function in string.c in Exim before 4.70 allows remote attackers to execute arbitrary code via an SMTP session that includes two MAIL commands in conjunction with a large message containing crafted headers, leading to improper rejection logging.",HIGH,8.6,10.0,2010-12-14 16:00:00+00:00,2021-05-04 18:15:00+00:00
CVE-2010-4352,{'CWE-399'},Stack consumption vulnerability in D-Bus (aka DBus) before 1.4.1 allows local users to cause a denial of service (daemon crash) via a message containing many nested variants.,LOW,3.9,2.9,2010-12-30 19:00:00+00:00,2016-12-08 03:01:00+00:00
CVE-2010-4410,{'CWE-94'},"CRLF injection vulnerability in the header function in (1) CGI.pm before 3.50 and (2) Simple.pm in CGI::Simple 1.112 and earlier allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via vectors related to non-whitespace characters preceded by newline characters, a different vulnerability than CVE-2010-2761 and CVE-2010-3172.",MEDIUM,8.6,2.9,2010-12-06 20:13:00+00:00,2016-12-08 03:01:00+00:00
CVE-2010-4648,{'NVD-CWE-noinfo'},"The orinoco_ioctl_set_auth function in drivers/net/wireless/orinoco/wext.c in the Linux kernel before 2.6.37 does not properly implement a TKIP protection mechanism, which makes it easier for remote attackers to obtain access to a Wi-Fi network by reading Wi-Fi frames.",LOW,6.5,2.9,2012-06-21 23:55:00+00:00,2012-06-26 04:00:00+00:00
CVE-2010-4650,{'CWE-119'},Buffer overflow in the fuse_do_ioctl function in fs/fuse/file.c in the Linux kernel before 2.6.37 allows local users to cause a denial of service or possibly have unspecified other impact by leveraging the ability to operate a CUSE server.,MEDIUM,3.9,6.4,2012-06-21 23:55:00+00:00,2012-06-22 15:24:00+00:00
CVE-2010-4651,{'CWE-22'},"Directory traversal vulnerability in util.c in GNU patch 2.6.1 and earlier allows user-assisted remote attackers to create or overwrite arbitrary files via a filename that is specified with a .. (dot dot) or full pathname, a related issue to CVE-2010-1679.",MEDIUM,8.6,4.9,2011-03-11 22:55:00+00:00,2016-11-28 19:07:00+00:00
CVE-2010-4802,{'CWE-20'},"Commands.pm in Mojolicious before 0.999928 does not properly perform CGI environment detection, which has unspecified impact and remote attack vectors.",HIGH,10.0,10.0,2011-05-03 00:55:00+00:00,2011-08-27 03:46:00+00:00
CVE-2010-4819,{'CWE-20'},"The ProcRenderAddGlyphs function in the Render extension (render/render.c) in X.Org xserver 1.7.7 and earlier allows local users to read arbitrary memory and possibly cause a denial of service (server crash) via unspecified vectors related to an \input sanitization flaw.\""""",LOW,3.9,4.9,2012-09-05 23:55:00+00:00,2012-09-13 04:00:00+00:00
CVE-2010-4831,{'NVD-CWE-Other'},Untrusted search path vulnerability in gdk/win32/gdkinput-win32.c in GTK+ before 2.21.8 allows local users to gain privileges via a Trojan horse Wintab32.dll file in the current working directory.,MEDIUM,3.4,10.0,2011-09-06 15:55:00+00:00,2011-09-15 04:00:00+00:00
CVE-2010-4832,{'CWE-310'},"Android OS before 2.2 does not display the correct SSL certificate in certain cases, which might allow remote attackers to spoof trusted web sites via a web page containing references to external sources in which (1) the certificate of the last loaded resource is checked, instead of for the main page, or (2) later certificates are not checked when the HTTPS connection is reused.",MEDIUM,8.6,2.9,2014-05-14 00:55:00+00:00,2014-05-14 17:59:00+00:00
CVE-2010-4833,{'NVD-CWE-Other'},"Untrusted search path vulnerability in modules/engines/ms-windows/xp_theme.c in GTK+ before 2.24.0 allows local users to gain privileges via a Trojan horse uxtheme.dll file in the current working directory, a different vulnerability than CVE-2010-4831.",HIGH,8.6,10.0,2011-09-06 15:55:00+00:00,2012-02-21 05:00:00+00:00
CVE-2010-5076,{'CWE-20'},"QSslSocket in Qt before 4.7.0-rc1 recognizes a wildcard IP address in the subject's Common Name field of an X.509 certificate, which might allow man-in-the-middle attackers to spoof arbitrary SSL servers via a crafted certificate issued by a legitimate Certification Authority.",MEDIUM,8.6,2.9,2012-06-29 19:55:00+00:00,2021-06-16 12:43:00+00:00
CVE-2010-5110,{'CWE-20'},DCTStream.cc in Poppler before 0.13.3 allows remote attackers to cause a denial of service (crash) via a crafted PDF file.,MEDIUM,8.6,2.9,2014-08-29 16:55:00+00:00,2014-09-02 16:54:00+00:00
